totalEscrowed,isContract,totalStaked,unstaking,unstakingAmount,wallet
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x0dd9d559ba968bc3cd56b2c601c8a2e1b1498319
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x81ea04c179b82d31662994a68b2582ad9d860f88
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x57a3e7088651b237cd363d7025554a63d47fc21f
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x985147809e9c0a677e9c9bed656c984be037d373
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x5a4fe7459620692b4b2f67e6eb8828006a5d2de6
,,1300000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x82198cadd5ff999a0bfc5c9b84ea078464b0668b
,,548000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xbd84c4e420a22d7639ec14ceedc39aabdcb2094e
,,137916457165987614725,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x9f3bc1104ff63428026aafa5ace281f15fd0bc21
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xdc52ff28fda77c9cea31c8206685fcd6553b8b35
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xe29c7dac683ed26bc34350fddcde9f391de1e541
,,100000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x18f52d29fd92269c5f50ce5fdde1f1bd2fc98fab
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x9b7a93a5ee7c7687bf2f4a68fcf6779091d43755
,,58007920587094716189790,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xf60595b5bb6fa8135c0feef89543521ff38ba83e
,,3029573657860878591745,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x1fb99c83110726b40ba6bace5044580675d22f04
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x998b2f783b68d3d118b938172921e37e33821d71
,,167470477048940156725,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xcc7357203c0d1c0d64ed7c5605a495c8fbebac8c
,,1280873897342452259642,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x4dbc6ec9f3b96e9b0c86f45cb0fed45666254f01
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x587b938a8b21ea570325e91bdd01b161783a75e8
,,585932028906250000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x0000ce08fa224696a819877070bf378e8b131acf
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x52d4e9c6b23cfafa13938034814acdab895b6848
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x2d0e9e8197c541704ead0aeb35ef5f03dc35bc6d
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xeb7dda105fa58e0fc44b45cbba14cb9c7cd5c911
,,504682272316895267660,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x1df70766fd4f025597713f2863e34d7d75777967
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x581e0f4638a7c8be735879275b1d47be09e80d14
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x72e2dcca1eb98407cbc771c65d1ef02dff5e2e22
,,19891370675690574934,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x547b36b9710b5fdbcd89abf983c2b944bfc6c073
,,37983728250000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x704c7a3d5cf7289751d2b5e2f129982b854c939d
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xbe4aa0296b2b217d03ddfff792675cfca96a95b4
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xae48ec9718e887f52758cd1dee1236b98cdfba93
,,9978487073776455026455,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x72422558e6c0b60aeb37c901b79493faeda8db51
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x87af71ffa2051dc58bbc2da8fdacbc036b701788
,,33888002082529273041,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x74f25a745dc2aa47dacb3646523d7b25535dd909
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xce2532d7ca69bb7302f3988a59da077dc4af70bf
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x51cfb949f1f54bce74464a8c28c6802d0c02b108
,,126121906598464203293,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xc874901c1aa292781110118ee4d3731c74e05b16
,,114228331000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x73cb0f1b2d329cfa481c0577473c0abd32b15be5
,,1539732901158479131370,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x3499f916b491eb1910dd2e3306d95915800e514a
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x144579c1d14335580a4f7dcf14554099a30074c9
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xa289364347bfc1912ab672425abe593ec01ca56e
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x185541a045ed6fe9ff1142419b647cccbd62a04a
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x90bb6df38b9bf66cfcb71f20dbb992de10e5b6ea
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x60672216b00c41bd7aff704c61954bea8f081bee
,,291087200369031385946,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x65f570384d6cc157a15eac9bfd9da88364d59b7f
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x313638c16b16183be9ae577a0fab9fc5b5f60f69
,,10000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x296897c5b419c2217719dc699d244e595d675d07
,,483240270758463828517,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x70aefeb3b33a125d2ef7648b9229f9add3dae894
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x495bd1adcfdbf432b559daa51a18e8cd32d74e12
,,274000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x40aed6e410a780154a4dcf62c37dd8ba54f08ffe
,,1419098618964837726266,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x647b41b745cf5e32e244e432902468c4bd89643c
,,280207533159420683166,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x2eacd09e92273d5fb86cf40504917f664ee15da8
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x15a49309a1d61436dfa67f6de07ee0235debe8bf
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xcfaba3994c45aa03e479000300801ae35b39c388
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xc3a8e613255d1ff15920656ae5fc6add02aaaede
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xfb38ca629ada5710d697c0cacfe988af477bfbd5
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xa0971b6a7e348c4bed0e65ff5c891230ccf045fc
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x64c40df0f9e45f128ce2186c864a70f8e676f1b7
,,274000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x4489fdb1005921e20cc7b4bdd49709b7cd5ad914
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xb774299e256955fcd3c2b6cb8eadcb15ed26d7ab
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xbb63203fa253b667f1d8d591954f5a14ba5613e2
,,99361500000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xe34e1fd01f5d2d5533a586941f22dc8d4894a0d3
,,274000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xc5dba66fbb40081a51f8f7e327660eb347fa441d
,,1214385302148956266040,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xe551388b683bb1e34e27e5a7b00eabe79b080bf7
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xaffb3b889e48745ce16e90433a61f4bcb95692fd
,,1388403414208939149664,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xb0b9ab5999782332f218fc7ac7457ea0cd4a2caa
,,1000000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xc68dd4c6078120b68fd19e77ead0d4c08e709c87
,,7769728425151428657005,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x0c1345544fab2d81ee980af27d9940e885330a25
,,1300000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x09f37fc3c3d8b6b789e6840c26faa7dd66baf76d
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xee57d8989170370a6f88b2f99395b81204117bf2
,,16527957486095110546468,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x69cef33a702b73fbc4d4a28fd73b4131c15d32f7
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x3d5329bed1b4fb5172831882fb35446a00aa90ab
,,1792318603919506284106,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x81e54d48d32e0139954ce01849f41ee11e74c31c
,,3642078075853613531899,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xe4f154288fe636924429f0ff67f35a0f93aab10b
,,100000000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xc3c14f31c8db2417d1695fa6c8bebe8f2804677e
,,2177595755972041870165,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x157c932690651e938654c2872619af9fc967f221
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xec5c16f3eaf86a801a3e89201dd39bddd1786cbf
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x9cf77b8f5c607716f17e740abee1427d31d31f4f
,,785706715922352798875,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x6475ccd47d2572ce4a739e023c75025b8f600e34
,,2661000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xbcecf3e57a8123163c56e0657a1027ce93343189
,,196670032930395641268,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xe2d128323cf7560a6e7a82726d7b425aedc7a556
,,10000000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x9e4748fef62d2cd4f16bda3893e477616609db37
,,300000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x1826c97a60b94ff15f260e06e3c94ee9d407307b
,,215342591572058833624,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xbcb4c8386c097589e7825aaeb9e7c6295835f1d6
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0xbf8641831d15c2701ba122981c3d7a6a2533ea48
,,574271069116516344386,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x184f36eb3344584e7bae0d25c9b15f50ecf6c343
,,6406313921478998587912,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x0add13cde4c61734f46e245b1b5fe3afe9b6bc29
,,137000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x4ebe485c1df060f6fc6e3c3b200ebc21fe11a94d
,,175000000000000000000,,"{""type"":""BigNumber"",""hex"":""0x00""}",0x2b194c26f0ed2db25abbe17a89cbcb328ccf3d55
